date,adm_level,adm_id,PCODE,n_pixels,rfh,rfh_avg,r1h,r1h_avg,r3h,r3h_avg,rfq,r1q,r3q,version
2022-01-01,1,901091,TZ02,1180.0,7.2,20.408926,62.68983,89.09381,138.1322,197.39053,48.01462,71.93867,70.720795,final
2022-01-11,1,901091,TZ02,1180.0,27.694067,24.95952,70.12797,81.58802,160.98897,215.60631,109.12747,86.764854,75.242165,final
2022-01-21,1,901091,TZ02,1180.0,33.49576,24.836695,68.38983,70.20514,188.71693,231.3263,129.02153,97.58619,81.970116,final
2022-02-01,1,901091,TZ02,1180.0,40.25424,18.054096,101.44406,67.85031,211.36186,229.4013,196.29587,146.1134,92.30403,final
2022-02-11,1,901091,TZ02,1180.0,57.198303,26.554464,130.9483,69.44525,255.70508,235.426,197.1141,182.61514,108.43464,final
2022-02-21,1,901091,TZ02,1180.0,34.727966,15.857514,132.18051,60.466072,272.87372,224.96014,190.47316,209.54445,120.8356,final
2022-03-01,1,901091,TZ02,1180.0,14.105932,38.44534,106.0322,80.857315,270.1661,237.80144,43.976944,129.32178,113.32968,final
2022-03-11,1,901091,TZ02,1180.0,21.771187,36.645283,70.60509,90.948135,271.68137,241.98141,64.283844,78.797874,112.02518,final
2022-03-21,1,901091,TZ02,1180.0,24.018644,44.542374,59.895767,119.632996,260.4661,250.30421,58.573383,52.069492,103.9803,final
2022-04-01,1,901091,TZ02,1180.0,21.734745,59.500168,67.52458,140.68782,275.00082,289.39545,41.44911,49.78081,95.11044,final
2022-04-11,1,901091,TZ02,1180.0,43.278812,45.678616,89.032196,149.72116,290.58557,310.11456,95.26466,60.77527,93.802574,final
2022-04-21,1,901091,TZ02,1180.0,70.92627,44.02706,135.93982,149.20584,328.01608,329.3049,154.86604,91.397194,99.61448,final
2022-05-01,1,901091,TZ02,1180.0,9.848305,23.148842,124.05338,112.854515,297.61014,334.39966,52.74926,109.50228,89.160416,final
2022-05-11,1,901091,TZ02,1180.0,8.427966,17.729322,89.20254,84.90523,248.83983,325.57452,59.07772,104.77983,76.787476,final
2022-05-21,1,901091,TZ02,1180.0,19.58051,15.133814,37.85678,56.01198,233.69237,324.85083,122.0857,70.243225,72.36373,final
2022-06-01,1,901091,TZ02,1180.0,5.105932,6.0378532,33.11441,38.90099,224.69237,292.44333,91.557045,86.81902,77.22223,final
2022-06-11,1,901091,TZ02,1180.0,3.4440677,3.3095198,28.130508,24.481186,206.36522,259.10757,101.61921,112.37848,80.02997,final
2022-06-21,1,901091,TZ02,1180.0,2.8491526,2.657401,11.399153,12.004774,185.19572,217.2226,102.504135,96.43852,85.58793,final
2022-07-01,1,901091,TZ02,1180.0,1.7194915,1.5012147,8.0127125,7.4681354,165.1805,159.22365,103.35747,104.367744,103.62727,final
2022-07-11,1,901091,TZ02,1180.0,1.2449152,1.1738418,5.8135595,5.3324575,123.146614,114.71887,101.15119,104.65622,107.039604,final
2022-07-21,1,901091,TZ02,1180.0,1.3635594,1.3740678,4.327966,4.0491242,53.5839,72.06587,99.83514,103.08144,76.01796,final
2022-08-01,1,901091,TZ02,1180.0,1.6525424,1.7902825,4.261017,4.338192,45.388138,50.707317,97.97151,99.17355,90.45156,final
2022-08-11,1,901091,TZ02,1180.0,1.920339,1.885904,4.936441,5.0502543,38.880505,34.8639,100.500084,98.86756,110.0758,final
2022-08-21,1,901091,TZ02,1180.0,3.2398305,2.240452,6.8127117,5.9166384,22.539831,21.970537,113.802704,108.20832,102.1108,final
2022-09-01,1,901091,TZ02,1180.0,1.7101694,1.130791,6.870339,5.257147,19.144068,17.063475,109.4503,115.727486,109.43004,final
2022-09-11,1,901091,TZ02,1180.0,0.8694915,1.0229943,5.8194914,4.394237,16.56949,14.776949,97.45139,115.17158,109.06379,final
2022-09-21,1,901091,TZ02,1180.0,1.9084746,1.9622599,4.4881353,4.116045,15.628815,14.081808,99.22748,104.0817,108.10723,final
2022-10-01,1,901091,TZ02,1180.0,5.918644,5.3002543,8.6966095,8.285508,19.827967,17.880848,106.00363,103.09436,108.50981,final
2022-10-11,1,901091,TZ02,1180.0,6.6898303,6.8407907,14.516949,14.103305,25.272882,23.547796,98.72509,102.16529,106.0428,final
2022-10-21,1,901091,TZ02,1180.0,6.794915,9.307344,19.403389,21.44839,30.704239,31.481073,82.43958,92.26796,97.87059,final
2022-11-01,1,901091,TZ02,1180.0,15.388136,19.65918,28.87288,35.807316,44.439827,49.34997,82.6797,83.006874,90.96569,final
2022-11-11,1,901091,TZ02,1180.0,27.005085,20.759888,49.188137,49.726414,69.52458,68.22395,124.24388,99.01642,101.77623,final
2022-11-21,1,901091,TZ02,1180.0,18.009321,26.63308,60.402542,67.05215,84.29407,92.616585,72.73817,90.77112,91.47427,final
2022-12-01,1,901091,TZ02,1180.0,24.314407,27.279575,69.32881,74.67254,106.8983,118.765366,90.81411,93.292885,90.411644,final
2022-12-11,1,901091,TZ02,1180.0,32.422035,34.002796,74.745766,87.91545,138.45084,151.74516,95.94706,85.826164,91.51851,final
2022-12-21,1,901091,TZ02,1180.0,62.742374,35.145,119.47882,96.427376,199.28474,184.9279,168.74423,122.72705,107.5591,final
2023-01-01,1,901091,TZ02,1180.0,10.219492,20.408926,105.3839,89.09381,203.5856,197.39053,59.89821,117.31261,103.06095,final
2023-01-11,1,901091,TZ02,1180.0,8.2220335,24.95952,81.1839,81.58802,205.1178,215.60631,44.132996,99.53329,95.2456,final
2023-01-21,1,901091,TZ02,1180.0,12.283051,24.836695,30.724575,70.20514,210.60594,231.3263,57.925488,47.50284,91.232315,final
2023-02-01,1,901091,TZ02,1180.0,10.890678,18.054096,31.395763,67.85031,206.10849,229.4013,68.92779,49.959652,90.06284,final
2023-02-11,1,901091,TZ02,1180.0,5.911017,26.554464,29.084745,69.44525,185.0144,235.426,34.578358,45.784985,79.03239,final
2023-02-21,1,901091,TZ02,1180.0,5.5466104,15.857514,22.348305,60.466072,172.55171,224.96014,50.56504,41.774776,77.20978,final
2023-03-01,1,901091,TZ02,1180.0,16.25,38.44534,27.707626,80.857315,164.48729,237.80144,48.912037,38.09533,69.80489,final
2023-03-11,1,901091,TZ02,1180.0,27.563559,36.645283,49.36017,90.948135,159.6288,241.98141,78.19267,56.65578,66.65635,final
2023-03-21,1,901091,TZ02,1180.0,62.09322,44.542374,105.906784,119.632996,158.97966,250.30421,135.42592,88.986694,64.229126,final
2023-04-01,1,901091,TZ02,1180.0,56.328815,59.500168,145.9856,140.68782,205.08899,289.39545,95.08319,103.63638,71.362854,final
2023-04-11,1,901091,TZ02,1180.0,51.8,45.678616,170.22203,149.72116,248.66695,310.11456,112.078835,113.250206,80.49991,final
2023-04-21,1,901091,TZ02,1180.0,92.57966,44.02706,200.70847,149.20584,328.96356,329.3049,199.03224,133.39862,99.897896,final
2023-05-01,1,901091,TZ02,1180.0,21.000847,23.148842,165.3805,112.854515,339.07373,334.39966,92.36915,144.5685,101.37715,final
2023-05-11,1,901091,TZ02,1180.0,12.578814,17.729322,126.15932,84.90523,345.74155,325.57452,77.339806,145.8862,106.10059,final
2023-05-21,1,901091,TZ02,1180.0,15.508474,15.133814,49.088135,56.01198,355.70343,324.85083,101.860855,88.651665,109.35351,final
2023-06-01,1,901091,TZ02,1180.0,8.7322035,6.0378532,36.819492,38.90099,348.18564,292.44333,124.410095,95.25865,118.74048,final
2023-06-11,1,901091,TZ02,1180.0,5.2881355,3.3095198,29.528812,24.481186,325.91022,259.10757,123.81143,117.12152,125.29372,final
2023-06-21,1,901091,TZ02,1180.0,3.7381356,2.657401,17.758474,12.004774,267.55508,217.2226,114.113594,133.83578,122.64959,final
2023-07-01,1,901091,TZ02,1180.0,1.3016949,1.5012147,10.327966,7.4681354,212.52794,159.22365,96.93104,122.9371,132.45836,final
2023-07-11,1,901091,TZ02,1180.0,0.91694915,1.1738418,5.9567795,5.3324575,161.6449,114.71887,95.83901,106.042336,139.19685,final
2023-07-21,1,901091,TZ02,1180.0,0.98050845,1.3740678,3.1991525,4.0491242,70.04576,72.06587,93.825615,90.60714,97.378716,final
2023-08-01,1,901091,TZ02,1180.0,1.627966,1.7902825,3.5254235,4.338192,50.672886,50.707317,97.60958,91.296295,99.93819,final
2023-08-11,1,901091,TZ02,1180.0,1.5966102,1.885904,4.205085,5.0502543,39.690678,34.8639,95.79875,91.59056,112.10815,final
2023-08-21,1,901091,TZ02,1180.0,1.929661,2.240452,5.1542373,5.9166384,26.111864,21.970537,95.70757,93.01616,115.355,final
2023-09-01,1,901091,TZ02,1180.0,1.9050847,1.130791,5.431356,5.257147,19.284746,17.063475,112.62959,101.698425,110.06764,final
2023-09-11,1,901091,TZ02,1180.0,2.9457626,1.0229943,6.7805085,4.394237,16.942371,14.776949,131.9238,125.40143,110.94922,final
2023-09-21,1,901091,TZ02,1180.0,1.9169492,1.9622599,6.7677965,4.116045,15.121186,14.081808,99.3492,129.08884,105.44696,final
2023-10-01,1,901091,TZ02,1180.0,10.55339,5.3002543,15.416101,8.285508,24.37288,17.880848,151.00005,153.67197,128.37321,final
2023-10-11,1,901091,TZ02,1180.0,6.7720337,6.8407907,19.242373,14.103305,30.227966,23.547796,99.41932,126.90145,123.39995,final
2023-10-21,1,901091,TZ02,1180.0,7.0864406,9.307344,24.411865,21.44839,36.333897,31.481073,84.47718,111.20476,113.302315,final
2023-11-01,1,901091,TZ02,1180.0,50.055084,19.65918,63.91356,35.807316,84.76102,49.34997,223.26405,168.8755,165.15375,final
2023-11-11,1,901091,TZ02,1180.0,35.884747,20.759888,93.026276,49.726414,119.04915,68.22395,158.71477,179.12059,169.41061,final
2023-11-21,1,901091,TZ02,1180.0,42.935593,26.63308,128.87543,67.05215,160.05508,92.616585,151.53629,185.80353,169.08508,final
2023-12-01,1,901091,TZ02,1180.0,26.04661,27.279575,104.86695,74.67254,184.19661,118.765366,96.18036,137.89815,152.86716,final
2023-12-11,1,901091,TZ02,1180.0,26.801695,34.002796,95.7839,87.91545,208.05255,151.74516,81.53696,108.46839,135.92288,final
2023-12-21,1,901091,TZ02,1180.0,35.402542,35.145,88.25085,96.427376,241.53815,184.9279,100.641525,91.93854,129.80617,final
2024-01-01,1,901091,TZ02,1180.0,91.23305,20.408926,153.43729,89.09381,322.2178,197.39053,378.73715,168.38226,161.67644,final
2024-01-11,1,901091,TZ02,1180.0,62.67712,24.95952,189.31271,81.58802,378.1229,215.60631,225.89522,224.41063,173.66815,final
2024-01-21,1,901091,TZ02,1180.0,19.074575,24.836695,172.98474,70.20514,390.11102,231.3263,80.687805,236.66565,167.18877,final
2024-02-01,1,901091,TZ02,1180.0,14.677966,18.054096,96.42966,67.85031,354.73392,229.4013,85.35562,139.23022,153.46924,final
2024-02-11,1,901091,TZ02,1180.0,24.951694,26.554464,58.704235,69.44525,343.80084,235.426,94.92062,85.57193,145.07617,final
2024-02-21,1,901091,TZ02,1180.0,61.144917,15.857514,100.77458,60.466072,362.0102,224.96014,317.1275,161.5716,159.5973,final
2024-03-01,1,901091,TZ02,1180.0,46.361866,38.44534,132.45848,80.857315,382.32544,237.80144,118.22181,160.10107,159.52353,final
2024-03-11,1,901091,TZ02,1180.0,25.000847,36.645283,132.50763,90.948135,380.5246,241.98141,72.039,143.31454,156.09457,final
2024-03-21,1,901091,TZ02,1180.0,59.175423,44.542374,130.53815,119.632996,404.29745,250.30421,129.53642,108.74981,160.31755,final
2024-04-01,1,901091,TZ02,1180.0,80.787285,59.500168,164.96356,140.68782,393.85168,289.39545,133.0032,116.66285,135.48161,final
2024-04-11,1,901091,TZ02,1180.0,78.98051,45.678616,218.9432,149.72116,410.15506,310.11456,165.71191,144.73987,131.74734,final
2024-04-21,1,901091,TZ02,1180.0,88.18729,44.02706,247.95508,149.20584,479.2678,329.3049,190.07317,164.0373,144.85812,final
2024-05-01,1,901091,TZ02,1180.0,58.59322,23.148842,225.761,112.854515,523.18304,334.39966,225.91772,195.80157,155.62274,final
2024-05-11,1,901091,TZ02,1180.0,15.138983,17.729322,161.91948,84.90523,513.37036,325.57452,88.60353,185.66159,156.80893,final
2024-05-21,1,901091,TZ02,1180.0,23.233051,15.133814,96.965256,56.01198,475.4585,324.85083,140.22705,167.12334,145.65933,final
2024-06-01,1,901091,TZ02,1180.0,6.35,6.0378532,44.72203,38.90099,435.44662,292.44333,102.827965,113.25947,148.07748,final
2024-06-11,1,901091,TZ02,1180.0,3.109322,3.3095198,32.692375,24.481186,413.55508,259.10757,97.59074,127.85231,158.479,final
2024-06-21,1,901091,TZ02,1180.0,3.0762713,2.657401,12.535593,12.004774,357.45593,217.2226,105.47013,103.12159,163.10489,final
2024-07-01,1,901091,TZ02,1180.0,4.0508475,1.5012147,10.236441,7.4681354,280.71945,159.22365,139.21779,122.20304,173.98192,final
2024-07-11,1,901091,TZ02,1180.0,1.1050848,1.1738418,8.2322035,5.3324575,202.84407,114.71887,98.886314,128.06444,173.6101,final
2024-07-21,1,901091,TZ02,1180.0,1.7237288,1.3740678,6.879661,4.0491242,116.380516,72.06587,105.48568,131.2797,157.50229,final
2024-08-01,1,901091,TZ02,1180.0,1.2466102,1.7902825,4.0754237,4.338192,59.03389,50.707317,91.99338,97.1861,114.947,final
2024-08-11,1,901091,TZ02,1180.0,1.3313559,1.885904,4.301695,5.0502543,45.22627,34.8639,91.946625,92.551834,125.99437,final
2024-08-21,1,901091,TZ02,1180.0,1.2254237,2.240452,3.80339,5.9166384,23.218645,21.970537,85.98115,80.64195,104.62767,final
2024-09-01,1,901091,TZ02,1180.0,0.9338983,1.130791,3.4906778,5.257147,17.802544,17.063475,96.78847,82.77816,103.34975,final
2024-09-11,1,901091,TZ02,1180.0,1.8042372,1.0229943,3.9635592,4.394237,16.497458,14.776949,112.97101,95.415504,108.69956,final
2024-09-21,1,901091,TZ02,1180.0,3.0347457,1.9622599,5.7728815,4.116045,16.455933,14.081808,115.40428,118.17495,112.441826,final
2024-10-01,1,901091,TZ02,1180.0,3.5974576,5.3002543,8.43644,8.285508,16.002542,17.880848,83.4684,101.13606,91.790924,final
2024-10-11,1,901091,TZ02,1180.0,5.9508476,6.8407907,12.583051,14.103305,20.848305,23.547796,92.48409,92.04192,90.54395,final
2024-10-21,1,901091,TZ02,1180.0,4.922034,9.307344,14.470339,21.44839,24.04661,31.481073,69.34923,73.61635,79.62104,final
2024-11-01,1,901091,TZ02,1180.0,16.493221,19.65918,27.366102,35.807316,39.29322,49.34997,87.16113,79.31446,81.49631,final
2024-11-11,1,901091,TZ02,1180.0,18.252542,20.759888,39.667797,49.726414,56.21441,68.22395,90.26647,81.62018,83.598885,final
2024-11-21,1,901091,TZ02,1180.0,56.291527,26.63308,91.03729,67.05215,111.28051,92.616585,193.7577,133.2886,119.11962,final
2024-12-01,1,901091,TZ02,1180.0,47.191525,27.279575,121.735596,74.67254,157.53813,118.765366,161.68591,159.07062,131.32764,final
2024-12-11,1,901091,TZ02,1180.0,63.25,34.002796,166.73305,87.91545,218.9839,151.74516,174.98746,184.82722,142.89685,final
2024-12-21,1,901091,TZ02,1180.0,40.912712,35.145,151.35425,96.427376,256.86188,184.9279,114.3672,154.1539,137.87436,final
2025-01-01,1,901091,TZ02,1180.0,11.935594,20.408926,116.098305,89.09381,265.2,197.39053,66.65214,128.69954,133.50427,final
2025-01-11,1,901091,TZ02,1180.0,12.998305,24.95952,65.84661,81.58802,272.24747,215.60631,60.075413,81.820335,125.675224,final
2025-01-21,1,901091,TZ02,1180.0,60.589832,24.836695,85.52373,70.20514,327.91528,231.3263,219.82942,120.36908,140.87102,final
2025-02-01,1,901091,TZ02,1180.0,8.202542,18.054096,81.79068,67.85031,319.6246,229.4013,57.267666,119.13563,138.49095,final
2025-02-11,1,901091,TZ02,1180.0,4.5220337,26.554464,73.31441,69.44525,305.89407,235.426,30.176502,105.19732,129.30968,final
2025-02-21,1,901091,TZ02,1180.0,3.3533897,15.857514,16.077965,60.466072,252.95595,224.96014,40.04979,32.196774,112.17419,final
2025-03-01,1,901091,TZ02,1180.0,40.584747,38.44534,48.46017,80.857315,246.34915,237.80144,104.92437,62.266296,103.520454,final
2025-03-11,1,901091,TZ02,1180.0,73.85509,36.645283,117.79323,90.948135,256.95425,241.98141,189.3494,127.97875,106.06233,final
2025-03-21,1,901091,TZ02,1180.0,58.72288,44.542374,173.16272,119.632996,274.7644,250.30421,128.62299,142.94987,109.5808,final
2025-04-01,1,901091,TZ02,1180.0,74.44153,59.500168,207.0195,140.68782,337.27036,289.39545,123.16484,145.53001,116.262115,final
2025-04-11,1,901091,TZ02,1180.0,41.8839,45.678616,175.04831,149.72116,366.15594,310.11456,92.5122,116.369545,117.784454,final
2025-04-21,1,901091,TZ02,1180.0,53.26441,44.02706,169.58983,149.20584,358.8305,329.3049,118.841324,113.21869,108.83194,final
2025-05-01,1,901091,TZ02,1180.0,31.599152,23.148842,126.74746,112.854515,382.22714,334.39966,130.0201,111.78822,114.09179,final
2025-05-11,1,901091,TZ02,1180.0,18.172033,17.729322,103.03559,84.90523,395.87714,325.57452,101.94775,120.166084,121.26679,final
2025-05-21,1,901091,TZ02,1180.0,10.561865,15.133814,60.333054,56.01198,403.0856,324.85083,77.29218,107.082344,123.71822,final
2025-06-01,1,901091,TZ02,1180.0,5.472034,6.0378532,34.205933,38.90099,367.9729,292.44333,94.87383,89.30535,125.39293,final
2025-06-11,1,901091,TZ02,1180.0,4.5754237,3.3095198,20.609324,24.481186,298.6932,259.10757,115.23439,86.86667,114.98845,final
2025-06-21,1,901091,TZ02,1180.0,3.1559322,2.657401,13.20339,12.004774,243.12625,217.2226,106.51045,107.048706,111.65663,final
2025-07-01,1,901091,TZ02,1180.0,1.529661,1.5012147,9.261017,7.4681354,170.2144,159.22365,100.43756,114.37971,106.69255,final
2025-07-11,1,901091,TZ02,1180.0,1.0211865,1.1738418,5.7067795,5.3324575,129.35168,114.71887,97.52738,103.62278,112.22265,final
2025-07-21,1,901091,TZ02,1180.0,1.0262712,1.3740678,3.5771189,4.0491242,77.113556,72.06587,94.54357,94.78397,106.549835,final
2025-08-01,1,901091,TZ02,1180.0,3.3449152,1.7902825,5.392373,4.338192,48.85932,50.707317,122.894966,111.28892,96.68267,final
2025-08-11,1,901091,TZ02,1180.0,3.2771187,1.885904,7.648305,5.0502543,33.96441,34.8639,120.203804,125.85059,97.74359,final
2025-08-21,1,901091,TZ02,1180.0,1.9669491,2.240452,8.588984,5.9166384,25.369493,21.970537,96.22257,124.47955,112.602486,final
2025-09-01,1,901091,TZ02,1180.0,0.84915257,1.130791,6.09322,5.257147,20.746609,17.063475,95.406166,108.15112,116.69335,final
2025-09-11,1,901091,TZ02,1180.0,1.0618644,1.0229943,3.877966,4.394237,17.233051,14.776949,100.64536,94.50438,112.41902,final
2025-09-21,1,901091,TZ02,1180.0,1.3923728,1.9622599,3.3033898,4.116045,15.469493,14.081808,91.81463,91.08544,107.27229,final
2025-10-01,1,901091,TZ02,1180.0,7.822881,5.3002543,10.277119,8.285508,21.762712,17.880848,124.49091,114.99085,116.96557,final
2025-10-11,1,901091,TZ02,1180.0,4.131356,6.8407907,13.346609,14.103305,24.87288,23.547796,77.11778,96.038925,104.64164,final
2025-10-21,1,901091,TZ02,1180.0,10.2,9.307344,22.154236,21.44839,34.046608,31.481073,106.23914,102.66878,107.03252,final
2025-11-01,1,901091,TZ02,1180.0,7.4169493,19.65918,21.748306,35.807316,38.118645,49.34997,50.354267,65.54782,79.335175,final
2025-11-11,1,901091,TZ02,1180.0,8.679661,20.759888,26.29661,49.726414,43.521187,68.22395,53.104504,57.187397,66.26409,final
2025-11-21,1,901091,TZ02,1180.0,6.874576,26.63308,22.971188,67.05215,48.428814,92.616585,37.53848,38.820755,54.733337,final
2025-12-01,1,901091,TZ02,1180.0,6.8406777,27.279575,22.394915,74.67254,54.42034,118.765366,36.68164,34.384388,48.01048,final
2025-12-11,1,901091,TZ02,1180.0,18.283897,34.002796,31.999151,87.91545,71.64237,151.74516,59.69802,39.820236,48.896164,final
2025-12-21,1,901091,TZ02,1180.0,74.81102,35.145,99.93559,96.427376,145.06102,184.9279,198.80687,103.45885,79.00947,final
2026-01-01,1,901091,TZ02,1180.0,14.439831,20.408926,107.534744,89.09381,151.67798,197.39053,76.50788,119.59846,77.41369,final
2026-01-11,1,901091,TZ02,1180.0,14.714407,24.95952,103.96526,81.58802,162.26102,215.60631,65.80348,125.843346,75.81879,final
2026-01-21,1,901091,TZ02,1180.0,14.361017,24.836695,43.515255,70.20514,166.42204,231.3263,64.88995,64.51056,72.53617,final
2026-02-01,1,901091,TZ02,1180.0,16.520338,18.054096,45.595764,67.85031,175.52542,229.4013,93.34713,69.451675,77.01553,final
2026-02-11,1,901091,TZ02,1180.0,51.535595,26.554464,82.41695,69.44525,218.38136,235.426,179.16829,117.42448,92.91065,final
2026-02-21,1,901091,TZ02,1180.0,140.69153,15.857514,208.74747,60.466072,352.1983,224.96014,698.5086,326.50113,155.33052,final
2026-03-01,1,901091,TZ02,1180.0,144.61272,38.44534,336.83984,80.857315,489.97034,237.80144,344.37,398.14877,203.85806,final
2026-03-11,1,901091,TZ02,1180.0,105.26186,36.645283,390.56613,90.948135,576.9483,241.98141,264.76434,412.27078,235.62434,final
2026-03-21,1,901091,TZ02,1180.0,72.07373,44.542374,321.9483,119.632996,574.21106,250.30421,155.57133,262.32883,226.87094,final
2026-04-01,1,901091,TZ02,1180.0,20.19322,59.500168,197.52882,140.68782,579.9645,289.39545,39.059155,139.01561,198.70026,prelim
2026-04-11,1,901091,TZ02,1180.0,40.740677,45.678616,133.00763,149.72116,605.99066,310.11456,90.25637,89.19764,193.89478,prelim
2026-04-21,1,901091,TZ02,1180.0,79.09237,44.02706,140.02628,149.20584,670.72205,329.3049,171.52235,94.0472,202.12749,prelim
2026-05-01,1,901091,TZ02,1180.0,17.619492,23.148842,137.45255,112.854515,671.82117,334.39966,80.35674,120.87152,199.41716,forecast
2022-01-01,1,901092,TZ02,6.0,17.5,25.683332,89.166664,103.844444,158.33333,200.07777,73.32972,86.5149,79.64458,final
2022-01-11,1,901092,TZ02,6.0,40.666668,32.844444,99.5,100.98889,194.0,227.72221,120.66941,98.59524,85.50967,final
2022-01-21,1,901092,TZ02,6.0,48.833332,31.994444,107.0,90.522224,235.66667,251.70555,145.51733,117.250206,93.75203,final
2022-02-01,1,901092,TZ02,6.0,37.666668,22.944445,127.16667,87.78333,260.16666,258.86667,152.6839,142.44656,100.49267,final
2022-02-11,1,901092,TZ02,6.0,46.666668,25.544445,133.16667,80.48333,296.16666,267.13333,169.15242,161.62996,110.66879,final
2022-02-21,1,901092,TZ02,6.0,30.833334,18.927778,115.16667,67.416664,312.5,264.16666,149.75621,165.93788,117.956665,final
2022-03-01,1,901092,TZ02,6.0,21.666666,42.71111,99.166664,87.183334,315.5,278.8111,55.891945,112.99945,112.92722,final
2022-03-11,1,901092,TZ02,6.0,39.666668,39.7,92.16667,101.33889,324.8333,282.8111,99.92543,91.37454,114.600624,final
2022-03-21,1,901092,TZ02,6.0,34.833332,46.844444,96.16667,129.25555,318.33334,287.19443,76.832405,75.353806,110.65691,final
2022-04-01,1,901092,TZ02,6.0,21.166666,49.033333,95.666664,135.57777,322.0,310.54443,48.426895,71.60924,103.63041,final
2022-04-11,1,901092,TZ02,6.0,27.5,35.683334,83.5,131.56111,308.83334,313.38333,79.88529,64.80615,98.57091,final
2022-04-21,1,901092,TZ02,6.0,51.666668,30.01111,100.33333,114.727776,311.66666,311.4,161.8534,87.977356,100.08428,final
2022-05-01,1,901092,TZ02,6.0,7.8333335,11.111111,87.00001,76.80556,281.83334,299.56665,79.655174,112.46181,94.17753,final
2022-05-11,1,901092,TZ02,6.0,3.6666667,4.85,63.166668,45.97222,238.83334,278.87222,87.986465,133.73299,85.895454,final
2022-05-21,1,901092,TZ02,6.0,3.0,3.4222221,14.5,19.383333,211.00002,263.36667,94.98681,79.972664,80.4869,final
2022-06-01,1,901092,TZ02,6.0,1.6666666,1.2666667,8.333334,9.538889,191.0,221.92223,106.38298,91.70806,86.37321,final
2022-06-11,1,901092,TZ02,6.0,0.33333334,0.23888889,5.0,4.927778,151.66667,182.46112,101.802765,100.72748,83.57289,final
2022-06-21,1,901092,TZ02,6.0,0.33333334,0.12777779,2.3333333,1.6333333,117.166664,135.74445,104.008675,110.552765,86.80035,final
2022-07-01,1,901092,TZ02,6.0,0.0,0.0,0.6666667,0.36666667,96.00001,86.71111,100.0,105.59006,110.128426,final
2022-07-11,1,901092,TZ02,6.0,0.0,0.0,0.33333334,0.12777779,68.50001,51.02778,100.0,104.008675,131.18494,final
2022-07-21,1,901092,TZ02,6.0,0.0,0.0,0.0,0.0,16.833334,21.016666,100.0,100.0,83.92057,final
2022-08-01,1,901092,TZ02,6.0,0.0,0.0,0.0,0.0,9.0,9.905556,100.0,100.0,93.924706,final
2022-08-11,1,901092,TZ02,6.0,0.0,0.0,0.0,0.0,5.3333335,5.0555553,100.0,100.0,102.762436,final
2022-08-21,1,901092,TZ02,6.0,0.0,0.0,0.0,0.0,2.3333333,1.6333333,100.0,100.0,110.552765,final
2022-09-01,1,901092,TZ02,6.0,0.0,0.0,0.0,0.0,0.6666667,0.36666667,100.0,100.0,105.59006,final
2022-09-11,1,901092,TZ02,6.0,0.0,0.0,0.0,0.0,0.33333334,0.12777779,100.0,100.0,104.008675,final
2022-09-21,1,901092,TZ02,6.0,0.8333333,0.9166666,0.8333333,0.9166666,0.8333333,0.9166666,98.59155,98.59155,98.59155,final
2022-10-01,1,901092,TZ02,6.0,3.8333333,3.988889,4.6666665,4.9055557,4.6666665,4.9055557,98.26947,97.588326,97.588326,final
2022-10-11,1,901092,TZ02,6.0,5.1666665,5.2555556,9.833333,10.161111,9.833333,10.161111,99.13325,97.838036,97.838036,final
2022-10-21,1,901092,TZ02,6.0,7.0,8.061111,16.0,17.305555,16.833332,18.222221,91.8758,94.14695,94.01914,final
2022-11-01,1,901092,TZ02,6.0,11.5,15.622222,23.666666,28.938889,28.333332,33.844444,80.01077,84.46554,85.812355,final
2022-11-11,1,901092,TZ02,6.0,14.0,17.394444,32.5,41.077778,42.333332,51.238888,84.842476,81.38413,84.16477,final
2022-11-21,1,901092,TZ02,6.0,13.5,22.366667,39.0,55.383335,55.833332,73.60555,67.60049,72.86779,77.39063,final
2022-12-01,1,901092,TZ02,6.0,43.666668,29.272223,71.16667,69.03333,99.5,102.87778,142.00032,102.881584,96.86888,final
2022-12-11,1,901092,TZ02,6.0,36.5,36.866665,93.66667,88.505554,136.0,139.74445,99.12421,105.51958,97.41306,final
2022-12-21,1,901092,TZ02,6.0,43.666668,41.433334,123.83334,107.57222,178.83334,180.26111,104.80976,114.44505,99.229324,final
2023-01-01,1,901092,TZ02,6.0,25.5,25.683332,105.66667,103.844444,200.5,200.07777,99.4025,101.674164,100.20589,final
2023-01-11,1,901092,TZ02,6.0,22.333334,32.844444,91.50001,100.98889,217.66667,227.72221,72.22549,91.04729,95.67916,final
2023-01-21,1,901092,TZ02,6.0,28.5,31.994444,76.333336,90.522224,239.16667,251.70555,90.55414,85.14598,95.115456,final
2023-02-01,1,901092,TZ02,6.0,19.0,22.944445,69.833336,87.78333,246.66667,258.86667,85.88469,80.653854,95.37646,final
2023-02-11,1,901092,TZ02,6.0,13.833333,25.544445,61.333332,80.48333,246.5,267.13333,61.658783,77.59797,92.41793,final
2023-02-21,1,901092,TZ02,6.0,12.0,18.927778,44.833332,67.416664,245.0,264.16666,71.047134,68.81473,92.87926,final
2023-03-01,1,901092,TZ02,6.0,33.333332,42.71111,59.166664,87.183334,234.66666,278.8111,80.344666,69.607666,84.44584,final
2023-03-11,1,901092,TZ02,6.0,41.5,39.7,86.83333,101.33889,239.66666,282.8111,104.02684,86.359116,85.00946,final
